,P1-T1-1th,P1-T1-2th,P1-T1-4th,P1-T1-8th,P1-T2-1th,P1-T2-2th,P1-T2-4th,P1-T2-8th,P1-T3-1th,P1-T3-2th,P1-T3-4th,P1-T3-8th,P1-T4-1th,P1-T4-2th,P1-T4-4th,P1-T4-8th
student,1.582405,0.865117,0.459799,0.279759,4.735348,2.435812,1.210009,0.665415,9.506873,4.811183,2.432149,1.37032,24.57571,11.996313,6.069867,3.472245
