,P3-1-1th,P3-2-1th,P3-3-1th,P3-4-1th,P3-1-2th,P3-2-2th,P3-3-2th,P3-4-2th,P3-1-4th,P3-2-4th,P3-3-4th,P3-4-4th,P3-1-8th,P3-2-8th,P3-3-8th,P3-4-8th
student,0.017037,0.00834,0.004761,0.004628,0.036319,0.018217,0.008575,0.008387,0.082465,0.045362,0.024685,0.020913,0.185272,0.102402,0.055618,0.040878
