,P2b-T1-1th,P2b-T1-2th,P2b-T1-4th,P2b-T1-8th,P2b-T2-1th,P2b-T2-2th,P2b-T2-4th,P2b-T2-8th,P2b-T3-1th,P2b-T3-2th,P2b-T3-4th,P2b-T3-8th,P2b-T4-1th,P2b-T4-2th,P2b-T4-4th,P2b-T4-8th
student,1.705295,0.909354,0.511796,0.348932,5.748462,2.846113,1.372227,0.720229,11.440424,5.029347,2.531271,1.297651,24.015334,12.437933,6.090024,3.408072
