,P2a-T1-1th,P2a-T1-2th,P2a-T1-4th,P2a-T1-8th,P2a-T2-1th,P2a-T2-2th,P2a-T2-4th,P2a-T2-8th,P2a-T3-1th,P2a-T3-2th,P2a-T3-4th,P2a-T3-8th,P2a-T4-1th,P2a-T4-2th,P2a-T4-4th,P2a-T4-8th
student,1.791349,0.886869,0.452334,0.286798,4.788705,2.428043,1.278842,0.642011,9.473367,4.831124,2.391704,1.28571,24.299041,12.569808,6.295594,3.369649
