,P2b-T1-1th,P2b-T1-2th,P2b-T1-4th,P2b-T1-8th,P2b-T2-1th,P2b-T2-2th,P2b-T2-4th,P2b-T2-8th,P2b-T3-1th,P2b-T3-2th,P2b-T3-4th,P2b-T3-8th,P2b-T4-1th,P2b-T4-2th,P2b-T4-4th,P2b-T4-8th
student,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
